Date,Open,High,Low,Close,Adj Close,Volume
22-04-2010,9.222857475,9.526785851,9.149999619,9.516785622,8.056904793,793424800
23-04-2010,9.571070671,9.720713615,9.535714149,9.672499657,8.188735008,796955600
26-04-2010,9.710000038,9.730713844,9.578213692,9.625,8.14852047,479068800
27-04-2010,9.54535675,9.565713882,9.304286003,9.358571053,7.922963619,709343600
28-04-2010,9.401785851,9.428570747,9.157500267,9.342857361,7.909656048,758402400
29-04-2010,9.3935709,9.642856598,9.357500076,9.594285965,8.122519493,558840800
30-04-2010,9.618213654,9.66321373,9.321429253,9.324643135,7.89424181,542463600
03-05-2010,9.422857285,9.56714344,9.388570786,9.512499809,8.053278923,454342000
04-05-2010,9.388929367,9.403214455,9.169643402,9.238571167,7.821368694,723819600
05-05-2010,9.036786079,9.219285965,8.883213997,9.142499924,7.740035534,883103200
06-05-2010,9.065357208,9.223214149,7.116071224,8.794643402,7.445539951,1285860800
07-05-2010,8.703928947,8.806071281,8.043213844,8.423570633,7.131392002,1676018400
10-05-2010,8.9375,9.094642639,8.876070976,9.071070671,7.679563046,984306400
11-05-2010,8.994285583,9.281785965,8.946429253,9.161429405,7.756062508,848906800
12-05-2010,9.258570671,9.397500038,9.239286423,9.360357285,7.924473763,654379600
13-05-2010,9.400713921,9.464285851,9.157142639,9.227143288,7.811694622,599712400
14-05-2010,9.112856865,9.159999847,8.910714149,9.06499958,7.674425125,759362800
17-05-2010,9.096428871,9.14928627,8.846785545,9.079285622,7.686517715,762834800
18-05-2010,9.177857399,9.23392868,8.937856674,9.012857437,7.630279541,782678400
19-05-2010,8.910714149,9.032856941,8.744643211,8.869285583,7.508730888,1025726800
20-05-2010,8.638570786,8.708929062,8.436071396,8.491429329,7.188839912,1282915200
21-05-2010,8.31499958,8.732143402,8.262499809,8.654286385,7.326712608,1223891200
24-05-2010,8.831428528,8.96071434,8.795000076,8.812856674,7.460961342,754238800
25-05-2010,8.548213959,8.812856674,8.470000267,8.757857323,7.41439724,1048006400
26-05-2010,8.931428909,9.00464344,8.705356598,8.718214035,7.380835056,850654000
27-05-2010,8.949999809,9.067500114,8.896785736,9.048213959,7.660213947,666282400
28-05-2010,9.263929367,9.264286041,9.048213959,9.174285889,7.766945839,815614800
01-06-2010,9.274642944,9.497857094,9.248571396,9.315357208,7.886377811,876472800
02-06-2010,9.447856903,9.45714283,9.297499657,9.426786423,7.980711937,688548000
03-06-2010,9.470713615,9.48392868,9.300356865,9.397143364,7.955619335,650106800
04-06-2010,9.221785545,9.353570938,9.093929291,9.141428947,7.73913002,758304400
07-06-2010,9.224642754,9.255356789,8.948213577,8.962142944,7.587346077,886942000
08-06-2010,9.044285774,9.064286232,8.77321434,8.904643059,7.538667679,1000770400
09-06-2010,8.981071472,8.996429443,8.660357475,8.685713768,7.353320122,854630000
10-06-2010,8.744285583,8.963570595,8.649999619,8.946785927,7.574344635,776356000
11-06-2010,8.865357399,9.066429138,8.834643364,9.053929329,7.665053844,545759200
14-06-2010,9.141428947,9.255356789,9.071785927,9.081428528,7.688331127,602960400
15-06-2010,9.130000114,9.280357361,9.125,9.274642944,7.851906776,585074000
16-06-2010,9.324999809,9.5625,9.308214188,9.544643402,8.080490112,783678000
17-06-2010,9.66428566,9.746429443,9.625,9.709643364,8.220182419,872855200
18-06-2010,9.723214149,9.821429253,9.693571091,9.78821373,8.286696434,784621600
21-06-2010,9.917499542,9.964642525,9.597499847,9.648928642,8.168781281,776490400
22-06-2010,9.720000267,9.856071472,9.696429253,9.780357361,8.280045509,717262000
23-06-2010,9.806428909,9.809286118,9.567856789,9.677499771,8.192964554,768457200
24-06-2010,9.678570747,9.757143021,9.574999809,9.607143402,8.133401871,714277200
25-06-2010,9.645000458,9.652500153,9.493213654,9.524999619,8.06385994,549942400
28-06-2010,9.533213615,9.633929253,9.447142601,9.58214283,8.11223793,584948000
29-06-2010,9.43285656,9.442500114,9.08214283,9.148928642,7.74547863,1133344800
30-06-2010,9.168213844,9.213213921,8.928929329,8.983214378,7.605181694,739452000
01-07-2010,9.08214283,9.100000381,8.686429024,8.874285698,7.512968063,1022896000
02-07-2010,8.946070671,8.96178627,8.685713768,8.819286346,7.466403008,693842800
06-07-2010,8.964285851,9.028571129,8.791428566,8.87964344,7.51749897,615235600
07-07-2010,8.946070671,9.241786003,8.919643402,9.238213539,7.821063995,654556000
08-07-2010,9.374285698,9.389286041,9.103214264,9.217499733,7.803528786,738144400
09-07-2010,9.174642563,9.282142639,9.112856865,9.272143364,7.849791527,433322400
12-07-2010,9.233214378,9.35178566,9.102143288,9.188928604,7.779340744,562878400
13-07-2010,9.154286385,9.157142639,8.801071167,8.992856979,7.613348961,1190924000
14-07-2010,8.906429291,9.135713577,8.892856598,9.026070595,7.641463757,812047600
15-07-2010,8.865357399,9.177499771,8.83214283,8.98035717,7.602766037,824866000
16-07-2010,9.042142868,9.106071472,8.871786118,8.925000191,7.555901527,1039858400
19-07-2010,8.924285889,8.924285889,8.557143211,8.770713806,7.425282955,1024478000
20-07-2010,8.675000191,9.032142639,8.571785927,8.996070862,7.616069794,1074950800
21-07-2010,9.467499733,9.469642639,9.071429253,9.079999924,7.687121868,1185671200
22-07-2010,9.202857018,9.285714149,9.118213654,9.250714302,7.831649303,645318800
23-07-2010,9.181785583,9.299285889,9.152856827,9.283571243,7.859467983,533388800
26-07-2010,9.285714149,9.28928566,9.203928947,9.260000229,7.839511395,420551600
27-07-2010,9.316785812,9.45714283,9.29642868,9.431428909,7.984641075,584771600
28-07-2010,9.416786194,9.499643326,9.294643402,9.319999695,7.890308857,519985200
29-07-2010,9.311071396,9.380356789,9.146429062,9.218214035,7.804134846,643806800
30-07-2010,9.138929367,9.274999619,9.103570938,9.1875,7.778131485,448210000
02-08-2010,9.301428795,9.378213882,9.272143364,9.35178566,7.917215824,428055600
03-08-2010,9.321785927,9.402142525,9.265000343,9.354642868,7.91963768,417653600
04-08-2010,9.387143135,9.438570976,9.296786308,9.39214325,7.951384544,420375200
05-08-2010,9.347499847,9.39928627,9.305356979,9.346428871,7.912683487,289097200
06-08-2010,9.277856827,9.338929176,9.201070786,9.288928986,7.864002705,444897600
09-08-2010,9.338570595,9.362500191,9.270357132,9.348214149,7.914195538,303128000
10-08-2010,9.280357361,9.301786423,9.198213577,9.264642715,7.843438625,451920000
11-08-2010,9.121429443,9.131786346,8.921786308,8.935357094,7.564668655,620054400
12-08-2010,8.810357094,9.03928566,8.789999962,8.992500305,7.613046646,534920400
13-08-2010,8.987500191,8.995714188,8.896071434,8.896429062,7.531712055,354869200
16-08-2010,8.842143059,8.928929329,8.80785656,8.844285965,7.487567902,318430000
17-08-2010,8.931428909,9.093929291,8.899999619,8.998929024,7.618485451,422640400
18-08-2010,9.012857437,9.095356941,8.984999657,9.03821373,7.651745319,339696000
19-08-2010,9.029999733,9.052857399,8.881428719,8.924285889,7.555296898,426706000
20-08-2010,8.906785965,9.068571091,8.892856598,8.915714264,7.548039913,384230000
23-08-2010,8.992500305,9,8.758929253,8.778571129,7.431931973,414041600
24-08-2010,8.666786194,8.678570747,8.52321434,8.568928719,7.254448891,602565600
25-08-2010,8.501428604,8.713929176,8.471428871,8.674642563,7.343948841,596867600
26-08-2010,8.76607132,8.776785851,8.581428528,8.581428528,7.265032768,466505200
27-08-2010,8.633929253,8.664643288,8.412857056,8.629285812,7.305548668,548391200
30-08-2010,8.598570824,8.776785851,8.595713615,8.660714149,7.332155704,383289200
31-08-2010,8.637499809,8.734286308,8.583929062,8.682143211,7.350298882,420786800
01-09-2010,8.838213921,8.980713844,8.795714378,8.940357208,7.568899632,697037600
02-09-2010,8.973570824,9.006071091,8.87749958,9.006071091,7.624534607,415427600
03-09-2010,9.110357285,9.242142677,9.089285851,9.241786003,7.824089527,520788800
07-09-2010,9.165714264,9.268928528,9.151785851,9.207500458,7.795063496,342557600
08-09-2010,9.277856827,9.442500114,9.253570557,9.390000343,7.949571133,526551200
09-09-2010,9.465714455,9.5185709,9.390000343,9.395357132,7.954105854,438575200
10-09-2010,9.399642944,9.446429253,9.33571434,9.407500267,7.964384556,387542400
13-09-2010,9.493571281,9.581428528,9.491429329,9.537142754,8.074139595,388780000
14-09-2010,9.507499695,9.613213539,9.48285675,9.573571205,8.104978561,408150400
15-09-2010,9.577500343,9.656429291,9.565713882,9.650713921,8.17028904,429368800
16-09-2010,9.651429176,9.881071091,9.625,9.87749958,8.362285614,652103200
17-09-2010,9.917499542,9.927143097,9.77428627,9.834643364,8.326005936,634477200
20-09-2010,9.859999657,10.13500023,9.85178566,10.1153574,8.563657761,658677600
21-09-2010,10.13785744,10.26249981,10.09964275,10.1346426,8.579985619,668074400
22-09-2010,10.09678555,10.28499985,10.08607101,10.27678585,8.700322151,585289600
23-09-2010,10.22607136,10.45571423,10.21428585,10.31857109,8.735694885,786116800
24-09-2010,10.43214321,10.48321438,10.37678623,10.43999958,8.838497162,649488000
27-09-2010,10.4992857,10.52607059,10.39321423,10.39857101,8.803423882,482834800
28-09-2010,10.42035675,10.42035675,9.821429253,10.24499989,8.673410416,1035042400
29-09-2010,10.258214,10.35035706,10.21428585,10.26321411,8.688830376,469644000
30-09-2010,10.32142925,10.3571434,10.0446434,10.13392925,8.579382896,673391600
01-10-2010,10.21964264,10.23499966,10.04821396,10.09000015,8.542187691,448142800
04-10-2010,10.05714321,10.10357094,9.92035675,9.951429367,8.424871445,435302000
05-10-2010,10.07142925,10.33749962,10.06499958,10.31928635,8.736300468,501967200
06-10-2010,10.34249973,10.42821407,10.18785667,10.32821369,8.743862152,670868800
07-10-2010,10.36928558,10.3742857,10.24678612,10.32928562,8.744769096,408399600
08-10-2010,10.41821384,10.5178566,10.3571434,10.50249958,8.89140892,658403200
11-10-2010,10.52642918,10.61571407,10.52142906,10.54857063,8.930417061,427753200
12-10-2010,10.55035686,10.69642925,10.44607067,10.66214275,9.026563644,558544000
13-10-2010,10.72142887,10.78428555,10.70714283,10.71928596,9.07494545,630092400
14-10-2010,10.77464294,10.80249977,10.72857094,10.79678631,9.140555382,435296400
15-10-2010,10.97999954,11.25,10.88964272,11.24071407,9.516384125,922194000
18-10-2010,11.37392902,11.3928566,11.22464275,11.3571434,9.61495018,1093010800
19-10-2010,10.83571434,11.2060709,10.71500015,11.05321407,9.357640266,1232784000
20-10-2010,11.03571415,11.22321415,10.95964336,11.09035683,9.389088631,721624400
21-10-2010,11.15571404,11.24071407,10.95714283,11.054286,9.358551979,551460000
22-10-2010,11.03821373,11.0728569,10.93928623,10.98107147,9.296566963,372778000
25-10-2010,11.03892899,11.12857056,11.01571369,11.02999973,9.337989807,392462000
26-10-2010,10.95964336,11.06214333,10.91607094,11.00178623,9.314106941,392929600
27-10-2010,10.98750019,11.06785679,10.91428566,10.99392891,9.307453156,399002800
28-10-2010,10.99821377,11,10.74642944,10.90142918,9.229144096,551051200
29-10-2010,10.8653574,10.92428589,10.74535656,10.7492857,9.100338936,430511200
01-11-2010,10.79357147,10.91428566,10.79285717,10.86357117,9.197094917,423889200
02-11-2010,10.96428585,11.07821369,10.96428585,11.04857063,9.353714943,433930000
03-11-2010,11.12035656,11.17428589,11.01892853,11.17142868,9.457726479,508348400
04-11-2010,11.26607132,11.43500042,11.25107098,11.366786,9.62311554,642488000
05-11-2010,11.35678577,11.41321373,11.3125,11.32607079,9.588644028,361253200
08-11-2010,11.32857132,11.42035675,11.31285667,11.37928581,9.633696556,281758400
09-11-2010,11.46607113,11.47500038,11.2321434,11.28857136,9.556900978,383544000
10-11-2010,11.30857086,11.3846426,11.19821358,11.35821438,9.615858078,384227200
11-11-2010,11.25,11.37142944,11.22321415,11.30892944,9.574134827,361284000
12-11-2010,11.28571415,11.30357075,10.84392929,11.00107098,9.313500404,795846800
15-11-2010,11.01642895,11.09071445,10.9382143,10.96571445,9.283566475,403606000
16-11-2010,10.91857147,10.98571396,10.68999958,10.77107143,9.118783951,657650000
17-11-2010,10.75714302,10.85678577,10.63428593,10.7321434,9.085824966,479449600
18-11-2010,10.89999962,11.05964279,10.88178635,11.01535702,9.325597763,494491200
19-11-2010,10.99892902,11.01428604,10.90142918,10.95464325,9.274194717,384843200
22-11-2010,10.95285702,11.19142914,10.92392921,11.19142914,9.474657059,393075200
23-11-2010,11.08749962,11.13392925,10.94857121,11.02607059,9.334667206,519447600
24-11-2010,11.1428566,11.26428604,11.13392925,11.24285698,9.518195152,413725200
26-11-2010,11.20499992,11.34642887,11.17642879,11.25,9.524245262,237585600
29-11-2010,11.2678566,11.33857059,11.12071419,11.31678581,9.580785751,445785200
30-11-2010,11.1978569,11.22714329,11.10249996,11.11250019,9.407837868,501858000
01-12-2010,11.2596426,11.34821415,11.25,11.30000019,9.56657505,461750800
02-12-2010,11.34035683,11.3928566,11.24607086,11.36250019,9.619491577,462837200
03-12-2010,11.32178593,11.38035679,11.29785728,11.33714294,9.598020554,342092800
06-12-2010,11.38000011,11.51178646,11.37214279,11.43392944,9.679959297,448481600
07-12-2010,11.56428623,11.57107067,11.36142921,11.3646431,9.621302605,391454000
08-12-2010,11.41535664,11.46500015,11.32535744,11.46464252,9.705960274,321935600
09-12-2010,11.50464344,11.5178566,11.3935709,11.42000008,9.668164253,294151200
10-12-2010,11.41607094,11.46607113,11.37857056,11.44857121,9.692354202,262511200
13-12-2010,11.58464336,11.60928631,11.46428585,11.48821354,9.725917816,439815600
14-12-2010,11.4903574,11.51928616,11.3928566,11.4389286,9.684187889,351008000
15-12-2010,11.42857075,11.53571415,11.39964294,11.44142914,9.686306953,417312000
16-12-2010,11.46749973,11.52178574,11.43214321,11.47321415,9.713214874,322030800
17-12-2010,11.48678589,11.49250031,11.4367857,11.45035744,9.693864822,386929200
20-12-2010,11.48571396,11.5446434,11.3653574,11.50749969,9.742241859,385610400
21-12-2010,11.53571415,11.58535671,11.50178623,11.57857132,9.80241394,256354000
22-12-2010,11.58428574,11.63285732,11.55535698,11.61285686,9.831438065,265921600
23-12-2010,11.6071434,11.61250019,11.54178619,11.55714321,9.78427124,223157200
27-12-2010,11.53035736,11.62285709,11.48285675,11.59571362,9.816925049,249816000
28-12-2010,11.63964272,11.66642857,11.60928631,11.62392902,9.840812683,175924000
29-12-2010,11.65071392,11.65892887,11.61071396,11.61750031,9.835370064,163139200
30-12-2010,11.6242857,11.62535667,11.53750038,11.55928612,9.786087036,157494400
31-12-2010,11.53392887,11.5528574,11.47535706,11.52000046,9.752827644,193508000
03-01-2011,11.63000011,11.79500008,11.60142899,11.77035713,9.964775085,445138400
04-01-2011,11.87285709,11.875,11.71964264,11.83178616,10.01678371,309080800
05-01-2011,11.76964283,11.94071388,11.7678566,11.92857075,10.0987196,255519600
06-01-2011,11.95428562,11.97321415,11.88928604,11.9189291,10.09056091,300428800
07-01-2011,11.92821407,12.01249981,11.85357094,12.00428581,10.16282177,311931200
10-01-2011,12.10107136,12.258214,12.04178619,12.23035717,10.35421562,448560000
11-01-2011,12.31714344,12.31999969,12.12392902,12.20142937,10.3297224,444108000
12-01-2011,12.25892925,12.30107117,12.21428585,12.30071354,10.41377831,302590400
13-01-2011,12.32714272,12.38000011,12.28035736,12.34571362,10.45187855,296780400
14-01-2011,12.35321426,12.445714,12.30142879,12.445714,10.53653622,308840000
18-01-2011,11.7685709,12.31285667,11.6428566,12.16607094,10.29978943,1880998000
19-01-2011,12.44107056,12.44999981,12.03142929,12.10142899,10.24506378,1135612800
20-01-2011,12.01535702,12.08214283,11.78999996,11.88142872,10.05881119,764789200
21-01-2011,11.92035675,11.96000004,11.66535664,11.66857147,9.878609657,754401200
24-01-2011,11.67392921,12.05178642,11.66857147,12.05178642,10.20303726,574683200
25-01-2011,12.01178646,12.19428635,11.94892883,12.19285679,10.3224659,546868000
26-01-2011,12.2485714,12.34285736,12.19642925,12.28035736,10.39654064,506875600
27-01-2011,12.27785683,12.31035709,12.24392891,12.25749969,10.3771944,285026000
28-01-2011,12.29178619,12.30000019,11.91178608,12.00357056,10.16221619,592057200
31-01-2011,11.99285698,12.14428616,11.93928623,12.11857128,10.25957489,377246800
01-02-2011,12.18928623,12.34464264,12.1778574,12.32250023,10.43222427,426633200
02-02-2011,12.30178642,12.3303566,12.26964283,12.29714298,10.41075802,258955200
03-02-2011,12.27857113,12.29428577,12.09107113,12.26571369,10.38414669,393797600
04-02-2011,12.27285671,12.38214302,12.26821423,12.375,10.47666836,321840400
07-02-2011,12.42464256,12.61607075,12.41571426,12.56714344,10.63933849,485021600
08-02-2011,12.63142872,12.6971426,12.57678604,12.68571377,10.73971558,381040800
09-02-2011,12.68535709,12.82142925,12.67392921,12.79142857,10.82921505,482745200
10-02-2011,12.76392937,12.8571434,12.42857075,12.66214275,10.71976471,928550000
11-02-2011,12.6696434,12.77857113,12.6264286,12.74464321,10.78960705,367572800
14-02-2011,12.74250031,12.83857059,12.7396431,12.82785702,10.86005878,310416400
15-02-2011,12.82821369,12.85607147,12.76964283,12.85357094,10.88182735,284174800
16-02-2011,12.88571358,13.03214264,12.875,12.96892929,10.97948742,481157600
17-02-2011,12.75892925,12.866786,12.73285675,12.79642868,10.83345318,530583200
18-02-2011,12.8110714,12.83928585,12.48285675,12.52000046,10.59942627,816057200
22-02-2011,12.21964264,12.33571434,12.06142902,12.09321404,10.23810863,872555600
23-02-2011,12.09892941,12.30857086,12.09321404,12.23642921,10.35935974,671854400
24-02-2011,12.28642941,12.32678604,12.08464336,12.24571419,10.36721611,499900800
25-02-2011,12.33071423,12.44392872,12.31428623,12.43428612,10.52686024,380018800
28-02-2011,12.54428577,12.68035698,12.53999996,12.6146431,10.67955208,403074000
01-03-2011,12.69535732,12.70428562,12.41714287,12.47535706,10.5616293,456136800
02-03-2011,12.4985714,12.65535736,12.44285679,12.57571411,10.64659309,602590800
03-03-2011,12.75678635,12.84964275,12.71142864,12.84142876,10.87154484,500788400
04-03-2011,12.85964298,12.86750031,12.77678585,12.8571434,10.8848505,453266800
07-03-2011,12.90714264,12.91678619,12.54678631,12.69142914,10.74455929,546123200
08-03-2011,12.67535686,12.76428604,12.5803566,12.70571423,10.75664997,356316800
09-03-2011,12.66749954,12.67000008,12.52142906,12.58821392,10.65717411,453306000
10-03-2011,12.46857071,12.491786,12.31785679,12.38107109,10.48180676,507539200
11-03-2011,12.33321381,12.58285713,12.32142925,12.57107067,10.64266205,471080400
14-03-2011,12.61357117,12.7314291,12.54678631,12.62714291,10.69013214,435957200
15-03-2011,12.21785736,12.42285728,12.14642906,12.33678627,10.44431591,721081200
16-03-2011,12.21428585,12.25,11.65214252,11.78607082,9.978085518,1162011200
17-03-2011,12.02964306,12.12892914,11.80928612,11.95142937,10.11807537,659422400
18-03-2011,12.04035664,12.07857132,11.78571415,11.80964279,9.998034477,753214000
21-03-2011,11.99964333,12.13357067,11.97357082,12.11785698,10.25897217,409402000
22-03-2011,12.23428631,12.23642921,12.11214256,12.18571377,10.31641769,325922800
23-03-2011,12.11714268,12.15071392,11.99821377,12.11392879,10.25564766,372996400
24-03-2011,12.20892906,12.3571434,12.10214329,12.32035732,10.43040752,404712000
25-03-2011,12.43107128,12.57357121,12.3935709,12.55500031,10.62905598,448910000
28-03-2011,12.61250019,12.65428638,12.51571369,12.51571369,10.59579945,309355200
29-03-2011,12.41642857,12.53428555,12.35928631,12.53428555,10.61152172,352900800
30-03-2011,12.52285671,12.53142929,12.40857124,12.45107079,10.54106617,329406000
31-03-2011,12.36999989,12.49285698,12.35928631,12.44678593,10.53743935,274019200
01-04-2011,12.53964329,12.55678558,12.26071358,12.30571365,10.41801071,418661600
04-04-2011,12.29678631,12.30714321,12.08571434,12.18535709,10.31611633,460084800
05-04-2011,12.03535748,12.22321415,12,12.10321426,10.2465744,482731200
06-04-2011,12.18642902,12.28214264,12.04071426,12.0728569,10.22087097,402539200
07-04-2011,12.07499981,12.15821362,12.00107098,12.07428646,10.22208118,373447200
08-04-2011,12.14000034,12.14821434,11.92678642,11.96642876,10.13076973,377535200
11-04-2011,11.93071365,11.98821354,11.78642941,11.81428623,10.00196838,398946800
12-04-2011,11.80321407,11.9189291,11.79285717,11.87142944,10.05034447,425639200
13-04-2011,11.96500015,12.00500011,11.8757143,12.00464344,10.16312313,346220000
14-04-2011,11.95714283,12,11.85928631,11.87214279,10.05094814,301800800
15-04-2011,11.90357113,11.91571426,11.67142868,11.69499969,9.900978088,453605600
18-04-2011,11.64642906,11.8653574,11.43428612,11.85178566,10.03371716,609898800
19-04-2011,11.89642906,12.070714,11.84678555,12.06642914,10.21543312,419378400
20-04-2011,12.26821423,12.34821415,12.19642925,12.22892857,10.35300541,700666400
21-04-2011,12.67857075,12.68321419,12.4471426,12.52499962,10.60365772,753810400
25-04-2011,12.51214314,12.63392925,12.51071358,12.60750008,10.67350388,266546000
26-04-2011,12.62928581,12.67821407,12.47678566,12.51500034,10.59519386,338800000
27-04-2011,12.57999992,12.58392906,12.39642906,12.50535679,10.58702946,356213200
28-04-2011,12.36392879,12.49107075,12.34000015,12.38392925,10.48422718,360959200
29-04-2011,12.38500023,12.64107132,12.38107109,12.50464344,10.58642387,1006345200
02-05-2011,12.49071407,12.51678562,12.33928585,12.36714268,10.47001934,442713600
03-05-2011,12.42821407,12.49607086,12.34357071,12.43571377,10.52806854,313348000
04-05-2011,12.43785667,12.56535721,12.38857079,12.48464298,10.56949139,389250400
05-05-2011,12.44285679,12.53392887,12.35892868,12.38392925,10.48422718,335969200
06-05-2011,12.48892879,12.5,12.3646431,12.38071442,10.48150539,280134400
09-05-2011,12.42357063,12.47142887,12.37607098,12.41428566,10.50992775,204747200
10-05-2011,12.46035671,12.48892879,12.38071442,12.48035717,10.56586456,282091600
